Recipe_ID,Recipe_Name,Yield_Units,Unit_Type,Total_Cost_per_Batch,Cost_per_Unit,Total_Calories_per_Batch,Calories_per_Unit,Target_Price_per_Unit,Suggested_Price_per_Unit,Gross_Margin_%
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A142,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E142/C142,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A142,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G142/C142,0)",,"=ROUND(F142*3,2)","=IFERROR((I142-F142)/I142,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A143,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E143/C143,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A143,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G143/C143,0)",,"=ROUND(F143*3,2)","=IFERROR((I143-F143)/I143,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A144,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E144/C144,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A144,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G144/C144,0)",,"=ROUND(F144*3,2)","=IFERROR((I144-F144)/I144,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A145,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E145/C145,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A145,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G145/C145,0)",,"=ROUND(F145*3,2)","=IFERROR((I145-F145)/I145,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A146,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E146/C146,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A146,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G146/C146,0)",,"=ROUND(F146*3,2)","=IFERROR((I146-F146)/I146,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A147,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E147/C147,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A147,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G147/C147,0)",,"=ROUND(F147*3,2)","=IFERROR((I147-F147)/I147,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A148,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E148/C148,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A148,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G148/C148,0)",,"=ROUND(F148*3,2)","=IFERROR((I148-F148)/I148,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A149,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E149/C149,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A149,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G149/C149,0)",,"=ROUND(F149*3,2)","=IFERROR((I149-F149)/I149,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A150,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E150/C150,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A150,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G150/C150,0)",,"=ROUND(F150*3,2)","=IFERROR((I150-F150)/I150,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A151,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E151/C151,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A151,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G151/C151,0)",,"=ROUND(F151*3,2)","=IFERROR((I151-F151)/I151,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A152,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E152/C152,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A152,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G152/C152,0)",,"=ROUND(F152*3,2)","=IFERROR((I152-F152)/I152,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A153,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E153/C153,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A153,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G153/C153,0)",,"=ROUND(F153*3,2)","=IFERROR((I153-F153)/I153,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A154,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E154/C154,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A154,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G154/C154,0)",,"=ROUND(F154*3,2)","=IFERROR((I154-F154)/I154,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A155,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E155/C155,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A155,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G155/C155,0)",,"=ROUND(F155*3,2)","=IFERROR((I155-F155)/I155,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A156,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E156/C156,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A156,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G156/C156,0)",,"=ROUND(F156*3,2)","=IFERROR((I156-F156)/I156,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A157,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E157/C157,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A157,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G157/C157,0)",,"=ROUND(F157*3,2)","=IFERROR((I157-F157)/I157,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A158,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E158/C158,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A158,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G158/C158,0)",,"=ROUND(F158*3,2)","=IFERROR((I158-F158)/I158,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A159,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E159/C159,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A159,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G159/C159,0)",,"=ROUND(F159*3,2)","=IFERROR((I159-F159)/I159,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A160,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E160/C160,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A160,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G160/C160,0)",,"=ROUND(F160*3,2)","=IFERROR((I160-F160)/I160,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A161,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E161/C161,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A161,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G161/C161,0)",,"=ROUND(F161*3,2)","=IFERROR((I161-F161)/I161,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A162,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E162/C162,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A162,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G162/C162,0)",,"=ROUND(F162*3,2)","=IFERROR((I162-F162)/I162,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A163,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E163/C163,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A163,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G163/C163,0)",,"=ROUND(F163*3,2)","=IFERROR((I163-F163)/I163,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A164,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E164/C164,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A164,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G164/C164,0)",,"=ROUND(F164*3,2)","=IFERROR((I164-F164)/I164,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A165,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E165/C165,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A165,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G165/C165,0)",,"=ROUND(F165*3,2)","=IFERROR((I165-F165)/I165,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A166,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E166/C166,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A166,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G166/C166,0)",,"=ROUND(F166*3,2)","=IFERROR((I166-F166)/I166,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A167,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E167/C167,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A167,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G167/C167,0)",,"=ROUND(F167*3,2)","=IFERROR((I167-F167)/I167,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A168,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E168/C168,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A168,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G168/C168,0)",,"=ROUND(F168*3,2)","=IFERROR((I168-F168)/I168,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A169,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E169/C169,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A169,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G169/C169,0)",,"=ROUND(F169*3,2)","=IFERROR((I169-F169)/I169,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A170,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E170/C170,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A170,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G170/C170,0)",,"=ROUND(F170*3,2)","=IFERROR((I170-F170)/I170,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A171,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E171/C171,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A171,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G171/C171,0)",,"=ROUND(F171*3,2)","=IFERROR((I171-F171)/I171,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A172,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E172/C172,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A172,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G172/C172,0)",,"=ROUND(F172*3,2)","=IFERROR((I172-F172)/I172,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A173,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E173/C173,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A173,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G173/C173,0)",,"=ROUND(F173*3,2)","=IFERROR((I173-F173)/I173,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A174,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E174/C174,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A174,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G174/C174,0)",,"=ROUND(F174*3,2)","=IFERROR((I174-F174)/I174,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A175,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E175/C175,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A175,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G175/C175,0)",,"=ROUND(F175*3,2)","=IFERROR((I175-F175)/I175,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A176,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E176/C176,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A176,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G176/C176,0)",,"=ROUND(F176*3,2)","=IFERROR((I176-F176)/I176,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A177,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E177/C177,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A177,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G177/C177,0)",,"=ROUND(F177*3,2)","=IFERROR((I177-F177)/I177,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A178,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E178/C178,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A178,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G178/C178,0)",,"=ROUND(F178*3,2)","=IFERROR((I178-F178)/I178,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A179,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E179/C179,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A179,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G179/C179,0)",,"=ROUND(F179*3,2)","=IFERROR((I179-F179)/I179,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A180,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E180/C180,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A180,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G180/C180,0)",,"=ROUND(F180*3,2)","=IFERROR((I180-F180)/I180,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A181,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E181/C181,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A181,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G181/C181,0)",,"=ROUND(F181*3,2)","=IFERROR((I181-F181)/I181,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A182,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E182/C182,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A182,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G182/C182,0)",,"=ROUND(F182*3,2)","=IFERROR((I182-F182)/I182,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A183,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E183/C183,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A183,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G183/C183,0)",,"=ROUND(F183*3,2)","=IFERROR((I183-F183)/I183,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A184,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E184/C184,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A184,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G184/C184,0)",,"=ROUND(F184*3,2)","=IFERROR((I184-F184)/I184,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A185,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E185/C185,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A185,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G185/C185,0)",,"=ROUND(F185*3,2)","=IFERROR((I185-F185)/I185,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A186,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E186/C186,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A186,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G186/C186,0)",,"=ROUND(F186*3,2)","=IFERROR((I186-F186)/I186,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A187,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E187/C187,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A187,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G187/C187,0)",,"=ROUND(F187*3,2)","=IFERROR((I187-F187)/I187,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A188,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E188/C188,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A188,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G188/C188,0)",,"=ROUND(F188*3,2)","=IFERROR((I188-F188)/I188,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A189,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E189/C189,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A189,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G189/C189,0)",,"=ROUND(F189*3,2)","=IFERROR((I189-F189)/I189,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A190,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E190/C190,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A190,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G190/C190,0)",,"=ROUND(F190*3,2)","=IFERROR((I190-F190)/I190,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A191,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E191/C191,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A191,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G191/C191,0)",,"=ROUND(F191*3,2)","=IFERROR((I191-F191)/I191,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A192,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E192/C192,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A192,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G192/C192,0)",,"=ROUND(F192*3,2)","=IFERROR((I192-F192)/I192,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A193,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E193/C193,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A193,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G193/C193,0)",,"=ROUND(F193*3,2)","=IFERROR((I193-F193)/I193,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A194,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E194/C194,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A194,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G194/C194,0)",,"=ROUND(F194*3,2)","=IFERROR((I194-F194)/I194,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A195,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E195/C195,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A195,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G195/C195,0)",,"=ROUND(F195*3,2)","=IFERROR((I195-F195)/I195,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A196,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E196/C196,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A196,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G196/C196,0)",,"=ROUND(F196*3,2)","=IFERROR((I196-F196)/I196,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A197,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E197/C197,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A197,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G197/C197,0)",,"=ROUND(F197*3,2)","=IFERROR((I197-F197)/I197,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A198,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E198/C198,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A198,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G198/C198,0)",,"=ROUND(F198*3,2)","=IFERROR((I198-F198)/I198,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A199,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E199/C199,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A199,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G199/C199,0)",,"=ROUND(F199*3,2)","=IFERROR((I199-F199)/I199,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A200,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E200/C200,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A200,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G200/C200,0)",,"=ROUND(F200*3,2)","=IFERROR((I200-F200)/I200,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A201,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E201/C201,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A201,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G201/C201,0)",,"=ROUND(F201*3,2)","=IFERROR((I201-F201)/I201,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A202,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E202/C202,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A202,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G202/C202,0)",,"=ROUND(F202*3,2)","=IFERROR((I202-F202)/I202,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A203,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E203/C203,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A203,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G203/C203,0)",,"=ROUND(F203*3,2)","=IFERROR((I203-F203)/I203,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A204,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E204/C204,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A204,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G204/C204,0)",,"=ROUND(F204*3,2)","=IFERROR((I204-F204)/I204,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A205,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E205/C205,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A205,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G205/C205,0)",,"=ROUND(F205*3,2)","=IFERROR((I205-F205)/I205,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A206,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E206/C206,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A206,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G206/C206,0)",,"=ROUND(F206*3,2)","=IFERROR((I206-F206)/I206,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A207,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E207/C207,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A207,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G207/C207,0)",,"=ROUND(F207*3,2)","=IFERROR((I207-F207)/I207,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A208,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E208/C208,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A208,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G208/C208,0)",,"=ROUND(F208*3,2)","=IFERROR((I208-F208)/I208,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A209,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E209/C209,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A209,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G209/C209,0)",,"=ROUND(F209*3,2)","=IFERROR((I209-F209)/I209,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A210,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E210/C210,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A210,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G210/C210,0)",,"=ROUND(F210*3,2)","=IFERROR((I210-F210)/I210,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A211,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E211/C211,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A211,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G211/C211,0)",,"=ROUND(F211*3,2)","=IFERROR((I211-F211)/I211,0)"
